"","region","subregion","TOT_POP","FIPS"
"633","Illinois","Henry County",48411,"17073"
"634","Illinois","Iroquois County",26711,"17075"
"635","Illinois","Jackson County",56675,"17077"
"636","Illinois","Jasper County",9465,"17079"
"637","Illinois","Jefferson County",37235,"17081"
"638","Illinois","Jersey County",21616,"17083"
"639","Illinois","Jo Daviess County",21239,"17085"
"640","Illinois","Johnson County",12358,"17087"
"641","Illinois","Kane County",531010,"17089"
"642","Illinois","Kankakee County",108594,"17091"
"643","Illinois","Kendall County",130638,"17093"
"644","Illinois","Knox County",49053,"17095"
"645","Illinois","Lake County",693593,"17097"
"646","Illinois","LaSalle County",107571,"17099"
"647","Illinois","Lawrence County",15467,"17101"
"648","Illinois","Lee County",33647,"17103"
"649","Illinois","Livingston County",35414,"17105"
"650","Illinois","Logan County",28383,"17107"
"651","Illinois","McDonough County",29295,"17109"
"652","Illinois","McHenry County",305888,"17111"
"653","Illinois","McLean County",171256,"17113"
"654","Illinois","Macon County",103015,"17115"
"655","Illinois","Macoupin County",44567,"17117"
"656","Illinois","Madison County",262635,"17119"
"657","Illinois","Marion County",37045,"17121"
"658","Illinois","Marshall County",11309,"17123"
"659","Illinois","Mason County",13173,"17125"
"660","Illinois","Massac County",13636,"17127"
"661","Illinois","Menard County",12068,"17129"
"662","Illinois","Mercer County",15225,"17131"
"663","Illinois","Monroe County",34739,"17133"
"664","Illinois","Montgomery County",28045,"17135"
"665","Illinois","Morgan County",33400,"17137"
"666","Illinois","Moultrie County",14347,"17139"
"667","Illinois","Ogle County",50306,"17141"
"668","Illinois","Peoria County",177652,"17143"
"669","Illinois","Perry County",20664,"17145"
"670","Illinois","Piatt County",16355,"17147"
"671","Illinois","Pike County",15239,"17149"
"672","Illinois","Pope County",4142,"17151"
"673","Illinois","Pulaski County",5201,"17153"
"674","Illinois","Putnam County",5716,"17155"
"675","Illinois","Randolph County",31351,"17157"
"676","Illinois","Richland County",15507,"17159"
"677","Illinois","Rock Island County",140907,"17161"
"678","Illinois","St. Clair County",258046,"17163"
"679","Illinois","Saline County",23182,"17165"
"680","Illinois","Sangamon County",193882,"17167"
"681","Illinois","Schuyler County",6738,"17169"
"682","Illinois","Scott County",4950,"17171"
"683","Illinois","Shelby County",21299,"17173"
"684","Illinois","Stark County",5262,"17175"
"685","Illinois","Stephenson County",43831,"17177"
"686","Illinois","Tazewell County",130777,"17179"
"687","Illinois","Union County",16498,"17181"
"688","Illinois","Vermilion County",74855,"17183"
"689","Illinois","Wabash County",11190,"17185"
"690","Illinois","Warren County",16696,"17187"
"691","Illinois","Washington County",13764,"17189"
"692","Illinois","Wayne County",16031,"17191"
"693","Illinois","White County",13364,"17193"
"694","Illinois","Whiteside County",54656,"17195"
"695","Illinois","Will County",688726,"17197"
"696","Illinois","Williamson County",66415,"17199"
"697","Illinois","Winnebago County",281295,"17201"
"698","Illinois","Woodford County",38091,"17203"
"699","Indiana","Adams County",35839,"18001"
"700","Indiana","Allen County",382187,"18003"
"701","Indiana","Bartholomew County",84447,"18005"
"702","Indiana","Benton County",8741,"18007"
"703","Indiana","Blackford County",11782,"18009"
"704","Indiana","Boone County",69347,"18011"
"705","Indiana","Brown County",15112,"18013"
"706","Indiana","Carroll County",20228,"18015"
"707","Indiana","Cass County",37388,"18017"
"708","Indiana","Clark County",119266,"18019"
"709","Indiana","Clay County",26246,"18021"
"710","Indiana","Clinton County",32206,"18023"
"711","Indiana","Crawford County",10629,"18025"
"712","Indiana","Daviess County",33505,"18027"
"713","Indiana","Dearborn County",49824,"18029"
"714","Indiana","Decatur County",26584,"18031"
"715","Indiana","DeKalb County",43670,"18033"
"716","Indiana","Delaware County",113454,"18035"
"717","Indiana","Dubois County",42542,"18037"
"718","Indiana","Elkhart County",206161,"18039"
"719","Indiana","Fayette County",22892,"18041"
"720","Indiana","Floyd County",78936,"18043"
"721","Indiana","Fountain County",16511,"18045"
"722","Indiana","Franklin County",22761,"18047"
"723","Indiana","Fulton County",20018,"18049"
"724","Indiana","Gibson County",33825,"18051"
"725","Indiana","Grant County",65225,"18053"
"726","Indiana","Greene County",32203,"18055"
"727","Indiana","Hamilton County",344238,"18057"
"728","Indiana","Hancock County",79553,"18059"
"729","Indiana","Harrison County",40682,"18061"
"730","Indiana","Hendricks County",173251,"18063"
"731","Indiana","Henry County",48033,"18065"
"732","Indiana","Howard County",82732,"18067"
"733","Indiana","Huntington County",36395,"18069"
"734","Indiana","Jackson County",44222,"18071"
"735","Indiana","Jasper County",33440,"18073"
"736","Indiana","Jay County",20416,"18075"
"737","Indiana","Jefferson County",32110,"18077"
"738","Indiana","Jennings County",27515,"18079"
"739","Indiana","Johnson County",160607,"18081"
"740","Indiana","Knox County",36522,"18083"
"741","Indiana","Kosciusko County",78988,"18085"
"742","Indiana","LaGrange County",40119,"18087"
"743","Indiana","Lake County",487536,"18089"
"744","Indiana","LaPorte County",109663,"18091"
"745","Indiana","Lawrence County",45496,"18093"
"746","Indiana","Madison County",129681,"18095"
"747","Indiana","Marion County",966183,"18097"
"748","Indiana","Marshall County",46108,"18099"
"749","Indiana","Martin County",10079,"18101"
"750","Indiana","Miami County",35328,"18103"
"751","Indiana","Monroe County",148219,"18105"
"752","Indiana","Montgomery County",38365,"18107"
"753","Indiana","Morgan County",70707,"18109"
"754","Indiana","Newton County",13907,"18111"
"755","Indiana","Noble County",47832,"18113"
"756","Indiana","Ohio County",5892,"18115"
"757","Indiana","Orange County",19651,"18117"
"758","Indiana","Owen County",20833,"18119"
"759","Indiana","Parke County",16871,"18121"
"760","Indiana","Perry County",19154,"18123"
"761","Indiana","Pike County",12378,"18125"
"762","Indiana","Porter County",170980,"18127"
"763","Indiana","Posey County",25275,"18129"
"764","Indiana","Pulaski County",12388,"18131"
"765","Indiana","Putnam County",37469,"18133"
"766","Indiana","Randolph County",24191,"18135"
"767","Indiana","Ripley County",28448,"18137"
"768","Indiana","Rush County",16649,"18139"
"769","Indiana","St. Joseph County",271484,"18141"
"770","Indiana","Scott County",23788,"18143"
"771","Indiana","Shelby County",44871,"18145"
"772","Indiana","Spencer County",20225,"18147"
"773","Indiana","Starke County",23049,"18149"
"774","Indiana","Steuben County",34831,"18151"
"775","Indiana","Sullivan County",20578,"18153"
"776","Indiana","Switzerland County",10724,"18155"
"777","Indiana","Tippecanoe County",196115,"18157"
"778","Indiana","Tipton County",15227,"18159"
"779","Indiana","Union County",7119,"18161"
"780","Indiana","Vanderburgh County",182447,"18163"
"781","Indiana","Vermillion County",15329,"18165"
"782","Indiana","Vigo County",106608,"18167"
"783","Indiana","Wabash County",30784,"18169"
"784","Indiana","Warren County",8194,"18171"
"785","Indiana","Warrick County",63269,"18173"
"786","Indiana","Washington County",28213,"18175"
"787","Indiana","Wayne County",65778,"18177"
"788","Indiana","Wells County",28142,"18179"
"789","Indiana","White County",24165,"18181"
"790","Indiana","Whitley County",34378,"18183"
"791","Iowa","Adair County",7059,"19001"
"792","Iowa","Adams County",3588,"19003"
"793","Iowa","Allamakee County",13642,"19005"
"794","Iowa","Appanoose County",12430,"19007"
"795","Iowa","Audubon County",5481,"19009"
"796","Iowa","Benton County",25414,"19011"
"797","Iowa","Black Hawk County",130786,"19013"
"798","Iowa","Boone County",26277,"19015"
"799","Iowa","Bremer County",25311,"19017"
"800","Iowa","Buchanan County",21287,"19019"
"801","Iowa","Buena Vista County",19772,"19021"
"802","Iowa","Butler County",14333,"19023"
"803","Iowa","Calhoun County",9473,"19025"
"804","Iowa","Carroll County",19914,"19027"
"805","Iowa","Cass County",12817,"19029"
"806","Iowa","Cedar County",18485,"19031"
"807","Iowa","Cerro Gordo County",42103,"19033"
"808","Iowa","Cherokee County",11190,"19035"
"809","Iowa","Chickasaw County",11834,"19037"
"810","Iowa","Clarke County",9353,"19039"
"811","Iowa","Clay County",15976,"19041"
"812","Iowa","Clayton County",17321,"19043"
"813","Iowa","Clinton County",46392,"19045"
"814","Iowa","Crawford County",16834,"19047"
"815","Iowa","Dallas County",96963,"19049"
"816","Iowa","Davis County",9051,"19051"
"817","Iowa","Decatur County",7769,"19053"
"818","Iowa","Delaware County",16937,"19055"
"819","Iowa","Des Moines County",38708,"19057"
"820","Iowa","Dickinson County",17549,"19059"
"821","Iowa","Dubuque County",97590,"19061"
"822","Iowa","Emmet County",9095,"19063"
"823","Iowa","Fayette County",19258,"19065"
"824","Iowa","Floyd County",15480,"19067"
"825","Iowa","Franklin County",9971,"19069"
"826","Iowa","Fremont County",6729,"19071"
"827","Iowa","Greene County",8795,"19073"
"828","Iowa","Grundy County",12217,"19075"
"829","Iowa","Guthrie County",10737,"19077"
"830","Iowa","Hamilton County",14716,"19079"
"831","Iowa","Hancock County",10507,"19081"
"832","Iowa","Hardin County",16575,"19083"
"833","Iowa","Harrison County",13928,"19085"
"834","Iowa","Henry County",19697,"19087"
"835","Iowa","Howard County",9176,"19089"
"836","Iowa","Humboldt County",9473,"19091"
"837","Iowa","Ida County",6833,"19093"
"838","Iowa","Iowa County",16138,"19095"
"839","Iowa","Jackson County",19205,"19097"
"840","Iowa","Jasper County",37148,"19099"
"841","Iowa","Jefferson County",18347,"19101"
"842","Iowa","Johnson County",153740,"19103"
"843","Iowa","Jones County",20617,"19105"
"844","Iowa","Keokuk County",10085,"19107"
"845","Iowa","Kossuth County",14680,"19109"
"846","Iowa","Lee County",33480,"19111"
"847","Iowa","Linn County",227854,"19113"
"848","Iowa","Louisa County",11011,"19115"
"849","Iowa","Lucas County",8518,"19117"
"850","Iowa","Lyon County",11756,"19119"
"851","Iowa","Madison County",16521,"19121"
"852","Iowa","Mahaska County",22370,"19123"
"853","Iowa","Marion County",33168,"19125"
"854","Iowa","Marshall County",39495,"19127"
"855","Iowa","Mills County",14766,"19129"
"856","Iowa","Mitchell County",10647,"19131"
"857","Iowa","Monona County",8598,"19133"
"858","Iowa","Monroe County",7770,"19135"
"859","Iowa","Montgomery County",9935,"19137"
"860","Iowa","Muscatine County",42394,"19139"
"861","Iowa","O'Brien County",13679,"19141"
"862","Iowa","Osceola County",5987,"19143"
"863","Iowa","Page County",15073,"19145"
"864","Iowa","Palo Alto County",8845,"19147"
"865","Iowa","Plymouth County",25219,"19149"
"866","Iowa","Pocahontas County",6607,"19151"
"867","Iowa","Polk County",494281,"19153"
"868","Iowa","Pottawattamie County",93328,"19155"
"869","Iowa","Poweshiek County",18381,"19157"
"870","Iowa","Ringgold County",4801,"19159"
"871","Iowa","Sac County",9603,"19161"
"872","Iowa","Scott County",173216,"19163"
"873","Iowa","Shelby County",11430,"19165"
"874","Iowa","Sioux County",35043,"19167"
"875","Iowa","Story County",98237,"19169"
"876","Iowa","Tama County",16801,"19171"
"877","Iowa","Taylor County",6092,"19173"
"878","Iowa","Union County",12157,"19175"
"879","Iowa","Van Buren County",7069,"19177"
"880","Iowa","Wapello County",34985,"19179"
"881","Iowa","Warren County",52265,"19181"
"882","Iowa","Washington County",21992,"19183"
"883","Iowa","Wayne County",6415,"19185"
"884","Iowa","Webster County",35934,"19187"
"885","Iowa","Winnebago County",10277,"19189"
"886","Iowa","Winneshiek County",19862,"19191"
"887","Iowa","Woodbury County",103138,"19193"
"888","Iowa","Worth County",7359,"19195"
"889","Iowa","Wright County",12416,"19197"
"890","Kansas","Allen County",12399,"20001"
"891","Kansas","Anderson County",7949,"20003"
"892","Kansas","Atchison County",16015,"20005"
"893","Kansas","Barber County",4358,"20007"
"894","Kansas","Barton County",25658,"20009"
"895","Kansas","Bourbon County",14435,"20011"
"896","Kansas","Brown County",9482,"20013"
"897","Kansas","Butler County",66992,"20015"
"898","Kansas","Chase County",2586,"20017"
"899","Kansas","Chautauqua County",3230,"20019"
"900","Kansas","Cherokee County",19681,"20021"
"901","Kansas","Cheyenne County",2600,"20023"
"902","Kansas","Clark County",1963,"20025"
"903","Kansas","Clay County",8025,"20027"
"904","Kansas","Cloud County",8642,"20029"
"905","Kansas","Coffey County",8158,"20031"
"906","Kansas","Comanche County",1690,"20033"
"907","Kansas","Cowley County",34628,"20035"
"908","Kansas","Crawford County",38730,"20037"
"909","Kansas","Decatur County",2776,"20039"
"910","Kansas","Dickinson County",18266,"20041"
"911","Kansas","Doniphan County",7496,"20043"
"912","Kansas","Douglas County",122530,"20045"
"913","Kansas","Edwards County",2750,"20047"
"914","Kansas","Elk County",2507,"20049"
"915","Kansas","Ellis County",28671,"20051"
"916","Kansas","Ellsworth County",6034,"20053"
"917","Kansas","Finney County",35917,"20055"
"918","Kansas","Ford County",33094,"20057"
"919","Kansas","Franklin County",25703,"20059"
"920","Kansas","Geary County",32218,"20061"
"921","Kansas","Gove County",2621,"20063"
"922","Kansas","Graham County",2389,"20065"
"923","Kansas","Grant County",7077,"20067"
"924","Kansas","Gray County",5954,"20069"
"925","Kansas","Greeley County",1196,"20071"
"926","Kansas","Greenwood County",5868,"20073"
"927","Kansas","Hamilton County",2425,"20075"
"928","Kansas","Harper County",5336,"20077"
"929","Kansas","Harvey County",34291,"20079"
"930","Kansas","Haskell County",3923,"20081"
"931","Kansas","Hodgeman County",1779,"20083"
"932","Kansas","Jackson County",13171,"20085"
"933","Kansas","Jefferson County",19032,"20087"
"934","Kansas","Jewell County",2833,"20089"
"935","Kansas","Johnson County",607220,"20091"
"936","Kansas","Kearny County",3745,"20093"
"937","Kansas","Kingman County",6974,"20095"
"938","Kansas","Kiowa County",2456,"20097"
"939","Kansas","Labette County",19586,"20099"
"940","Kansas","Lane County",1518,"20101"
"941","Kansas","Leavenworth County",82246,"20103"
"942","Kansas","Lincoln County",2986,"20105"
"943","Kansas","Linn County",9654,"20107"
"944","Kansas","Logan County",2732,"20109"
"945","Kansas","Lyon County",33045,"20111"
"946","Kansas","McPherson County",28448,"20113"
"947","Kansas","Marion County",11652,"20115"
"948","Kansas","Marshall County",9652,"20117"
"949","Kansas","Meade County",4029,"20119"
"950","Kansas","Miami County",34334,"20121"
"951","Kansas","Mitchell County",5879,"20123"
"952","Kansas","Montgomery County",31502,"20125"
"953","Kansas","Morris County",5559,"20127"
"954","Kansas","Morton County",2538,"20129"
"955","Kansas","Nemaha County",10121,"20131"
"956","Kansas","Neosho County",15929,"20133"
"957","Kansas","Ness County",2768,"20135"
"958","Kansas","Norton County",5328,"20137"
"959","Kansas","Osage County",15770,"20139"
"960","Kansas","Osborne County",3439,"20141"
"961","Kansas","Ottawa County",5712,"20143"
"962","Kansas","Pawnee County",6366,"20145"
"963","Kansas","Phillips County",5181,"20147"
"964","Kansas","Pottawatomie County",24722,"20149"
"965","Kansas","Pratt County",9127,"20151"
"966","Kansas","Rawlins County",2511,"20153"
"967","Kansas","Reno County",61793,"20155"
"968","Kansas","Republic County",4536,"20157"
"969","Kansas","Rice County",9362,"20159"
"970","Kansas","Riley County",73202,"20161"
"971","Kansas","Rooks County",4827,"20163"
"972","Kansas","Rush County",2947,"20165"
"973","Kansas","Russell County",6804,"20167"
"974","Kansas","Saline County",53926,"20169"
"975","Kansas","Scott County",4790,"20171"
"976","Kansas","Sedgwick County",519907,"20173"
"977","Kansas","Seward County",21038,"20175"
"978","Kansas","Shawnee County",175999,"20177"
"979","Kansas","Sheridan County",2520,"20179"
"980","Kansas","Sherman County",5777,"20181"
"981","Kansas","Smith County",3544,"20183"
"982","Kansas","Stafford County",4046,"20185"
"983","Kansas","Stanton County",1969,"20187"
"984","Kansas","Stevens County",5388,"20189"
"985","Kansas","Sumner County",22578,"20191"
"986","Kansas","Thomas County",7702,"20193"
"987","Kansas","Trego County",2758,"20195"
"988","Kansas","Wabaunsee County",6906,"20197"
"989","Kansas","Wallace County",1536,"20199"
"990","Kansas","Washington County",5427,"20201"
"991","Kansas","Wichita County",2074,"20203"
"992","Kansas","Wilson County",8362,"20205"
"993","Kansas","Woodson County",3015,"20207"
"994","Kansas","Wyandotte County",165265,"20209"
"995","Kentucky","Adair County",19555,"21001"
"996","Kentucky","Allen County",21303,"21003"
"997","Kentucky","Anderson County",22833,"21005"
"998","Kentucky","Ballard County",7769,"21007"
"999","Kentucky","Barren County",44300,"21009"
"1000","Kentucky","Bath County",12481,"21011"
"1001","Kentucky","Bell County",25482,"21013"
"1002","Kentucky","Boone County",135396,"21015"
"1003","Kentucky","Bourbon County",19901,"21017"
"1004","Kentucky","Boyd County",46516,"21019"
"1005","Kentucky","Boyle County",30367,"21021"
"1006","Kentucky","Bracken County",8286,"21023"
"1007","Kentucky","Breathitt County",12550,"21025"
"1008","Kentucky","Breckinridge County",20537,"21027"
"1009","Kentucky","Bullitt County",82182,"21029"
"1010","Kentucky","Butler County",12703,"21031"
"1011","Kentucky","Caldwell County",12687,"21033"
"1012","Kentucky","Calloway County",39300,"21035"
"1013","Kentucky","Campbell County",94020,"21037"
"1014","Kentucky","Carlisle County",4692,"21039"
"1015","Kentucky","Carroll County",10730,"21041"
"1016","Kentucky","Carter County",26542,"21043"
"1017","Kentucky","Casey County",16066,"21045"
"1018","Kentucky","Christian County",71478,"21047"
"1019","Kentucky","Clark County",36463,"21049"
"1020","Kentucky","Clay County",19631,"21051"
"1021","Kentucky","Clinton County",10110,"21053"
"1022","Kentucky","Crittenden County",8847,"21055"
"1023","Kentucky","Cumberland County",6523,"21057"
"1024","Kentucky","Daviess County",101978,"21059"
"1025","Kentucky","Edmonson County",12235,"21061"
"1026","Kentucky","Elliott County",7372,"21063"
"1027","Kentucky","Estill County",14109,"21065"
"1028","Kentucky","Fayette County",324735,"21067"
"1029","Kentucky","Fleming County",14603,"21069"
"1030","Kentucky","Floyd County",34974,"21071"
"1031","Kentucky","Franklin County",51118,"21073"
"1032","Kentucky","Fulton County",5952,"21075"
"1033","Kentucky","Gallatin County",8779,"21077"
"1034","Kentucky","Garrard County",17719,"21079"
"1035","Kentucky","Grant County",25387,"21081"
"1036","Kentucky","Graves County",36818,"21083"
"1037","Kentucky","Grayson County",26480,"21085"
"1038","Kentucky","Green County",10995,"21087"
"1039","Kentucky","Greenup County",34865,"21089"
"1040","Kentucky","Hancock County",8742,"21091"
"1041","Kentucky","Hardin County",111309,"21093"
"1042","Kentucky","Harlan County",25566,"21095"
"1043","Kentucky","Harrison County",18920,"21097"
"1044","Kentucky","Hart County",19013,"21099"
"1045","Kentucky","Henderson County",44740,"21101"
"1046","Kentucky","Henry County",16067,"21103"
"1047","Kentucky","Hickman County",4364,"21105"
"1048","Kentucky","Hopkins County",44662,"21107"
"1049","Kentucky","Jackson County",13340,"21109"
"1050","Kentucky","Jefferson County",767452,"21111"
"1051","Kentucky","Jessamine County",54057,"21113"
"1052","Kentucky","Johnson County",22002,"21115"
"1053","Kentucky","Kenton County",167949,"21117"
"1054","Kentucky","Knott County",14512,"21119"
"1055","Kentucky","Knox County",31022,"21121"
"1056","Kentucky","Larue County",14431,"21123"
"1057","Kentucky","Laurel County",61238,"21125"
"1058","Kentucky","Lawrence County",15436,"21127"
"1059","Kentucky","Lee County",7268,"21129"
"1060","Kentucky","Leslie County",9637,"21131"
"1061","Kentucky","Letcher County",21213,"21133"
"1062","Kentucky","Lewis County",13262,"21135"
"1063","Kentucky","Lincoln County",24466,"21137"
"1064","Kentucky","Livingston County",9041,"21139"
"1065","Kentucky","Logan County",27416,"21141"
"1066","Kentucky","Lyon County",8133,"21143"
"1067","Kentucky","McCracken County",65644,"21145"
"1068","Kentucky","McCreary County",17071,"21147"
"1069","Kentucky","McLean County",9075,"21149"
"1070","Kentucky","Madison County",94265,"21151"
"1071","Kentucky","Magoffin County",12017,"21153"
"1072","Kentucky","Marion County",19314,"21155"
"1073","Kentucky","Marshall County",31163,"21157"
"1074","Kentucky","Martin County",11031,"21159"
"1075","Kentucky","Mason County",17035,"21161"
"1076","Kentucky","Meade County",28616,"21163"
"1077","Kentucky","Menifee County",6502,"21165"
"1078","Kentucky","Mercer County",21889,"21167"
"1079","Kentucky","Metcalfe County",10058,"21169"
"1080","Kentucky","Monroe County",10549,"21171"
"1081","Kentucky","Montgomery County",28186,"21173"
"1082","Kentucky","Morgan County",13142,"21175"
"1083","Kentucky","Muhlenberg County",30457,"21177"
"1084","Kentucky","Nelson County",46450,"21179"
"1085","Kentucky","Nicholas County",7234,"21181"
"1086","Kentucky","Ohio County",23899,"21183"
"1087","Kentucky","Oldham County",66999,"21185"
"1088","Kentucky","Owen County",11017,"21187"
"1089","Kentucky","Owsley County",4331,"21189"
"1090","Kentucky","Pendleton County",14586,"21191"
"1091","Kentucky","Perry County",25456,"21193"
"1092","Kentucky","Pike County",57057,"21195"
"1093","Kentucky","Powell County",12218,"21197"
"1094","Kentucky","Pulaski County",65530,"21199"
"1095","Kentucky","Robertson County",2136,"21201"
"1096","Kentucky","Rockcastle County",16750,"21203"
"1097","Kentucky","Rowan County",24682,"21205"
"1098","Kentucky","Russell County",17998,"21207"
"1099","Kentucky","Scott County",58470,"21209"
"1100","Kentucky","Shelby County",49611,"21211"
"1101","Kentucky","Simpson County",18635,"21213"
"1102","Kentucky","Spencer County",19585,"21215"
"1103","Kentucky","Taylor County",25707,"21217"
"1104","Kentucky","Todd County",12448,"21219"
"1105","Kentucky","Trigg County",14776,"21221"
"1106","Kentucky","Trimble County",8481,"21223"
"1107","Kentucky","Union County",14443,"21225"
"1108","Kentucky","Warren County",134510,"21227"
"1109","Kentucky","Washington County",12147,"21229"
"1110","Kentucky","Wayne County",20209,"21231"
"1111","Kentucky","Webster County",12923,"21233"
"1112","Kentucky","Whitley County",36451,"21235"
"1113","Kentucky","Wolfe County",7106,"21237"
"1114","Kentucky","Woodford County",26765,"21239"
"1115","Louisiana","Acadia Parish",61918,"22001"
"1116","Louisiana","Allen Parish",25440,"22003"
"1117","Louisiana","Ascension Parish",128665,"22005"
"1118","Louisiana","Assumption Parish",21621,"22007"
"1119","Louisiana","Avoyelles Parish",39966,"22009"
"1120","Louisiana","Beauregard Parish",37881,"22011"
"1121","Louisiana","Bienville Parish",12983,"22013"
"1122","Louisiana","Bossier Parish",127275,"22015"
"1123","Louisiana","Caddo Parish",237479,"22017"
"1124","Louisiana","Calcasieu Parish",203310,"22019"
"1125","Louisiana","Caldwell Parish",9839,"22021"
"1126","Louisiana","Cameron Parish",7003,"22023"
"1127","Louisiana","Catahoula Parish",9226,"22025"
"1128","Louisiana","Claiborne Parish",15508,"22027"
"1129","Louisiana","Concordia Parish",18914,"22029"
"1130","Louisiana","De Soto Parish",27650,"22031"
"1131","Louisiana","East Baton Rouge Parish",439729,"22033"
"1132","Louisiana","East Carroll Parish",6589,"22035"
"1133","Louisiana","East Feliciana Parish",18882,"22037"
"1134","Louisiana","Evangeline Parish",33276,"22039"
"1135","Louisiana","Franklin Parish",19723,"22041"
"1136","Louisiana","Grant Parish",22254,"22043"
"1137","Louisiana","Iberia Parish",68991,"22045"
"1138","Louisiana","Iberville Parish",32070,"22047"
"1139","Louisiana","Jackson Parish",15574,"22049"
"1140","Louisiana","Jefferson Parish",432346,"22051"
"1141","Louisiana","Jefferson Davis Parish",31208,"22053"
"1142","Louisiana","Lafayette Parish",246518,"22055"
"1143","Louisiana","Lafourche Parish",97596,"22057"
"1144","Louisiana","LaSalle Parish",15021,"22059"
"1145","Louisiana","Lincoln Parish",46552,"22061"
"1146","Louisiana","Livingston Parish",143737,"22063"
"1147","Louisiana","Madison Parish",10635,"22065"
"1148","Louisiana","Morehouse Parish",24227,"22067"
"1149","Louisiana","Natchitoches Parish",37655,"22069"
"1150","Louisiana","Orleans Parish",389476,"22071"
"1151","Louisiana","Ouachita Parish",152439,"22073"
"1152","Louisiana","Plaquemines Parish",23113,"22075"
"1153","Louisiana","Pointe Coupee Parish",21529,"22077"
"1154","Louisiana","Rapides Parish",128567,"22079"
"1155","Louisiana","Red River Parish",8286,"22081"
"1156","Louisiana","Richland Parish",20014,"22083"
"1157","Louisiana","Sabine Parish",23803,"22085"
"1158","Louisiana","St. Bernard Parish",47647,"22087"
"1159","Louisiana","St. Charles Parish",52987,"22089"
"1160","Louisiana","St. Helena Parish",10081,"22091"
"1161","Louisiana","St. James Parish",20727,"22093"
"1162","Louisiana","St. John the Baptist Parish",42516,"22095"
"1163","Louisiana","St. Landry Parish",81440,"22097"
"1164","Louisiana","St. Martin Parish",52954,"22099"
"1165","Louisiana","St. Mary Parish",48330,"22101"
"1166","Louisiana","St. Tammany Parish",263446,"22103"
"1167","Louisiana","Tangipahoa Parish",136765,"22105"
"1168","Louisiana","Tensas Parish",4178,"22107"
"1169","Louisiana","Terrebonne Parish",109859,"22109"
"1170","Louisiana","Union Parish",22170,"22111"
"1171","Louisiana","Vermilion Parish",59378,"22113"
"1172","Louisiana","Vernon Parish",47894,"22115"
"1173","Louisiana","Washington Parish",45773,"22117"
"1174","Louisiana","Webster Parish",37943,"22119"
"1175","Louisiana","West Baton Rouge Parish",26792,"22121"
"1176","Louisiana","West Carroll Parish",10646,"22123"
"1177","Louisiana","West Feliciana Parish",15465,"22125"
"1178","Louisiana","Winn Parish",13839,"22127"
"1179","Maine","Androscoggin County",108547,"23001"
"1180","Maine","Aroostook County",66804,"23003"
"1181","Maine","Cumberland County",298111,"23005"
"1182","Maine","Franklin County",29986,"23007"
"1183","Maine","Hancock County",55088,"23009"
"1184","Maine","Kennebec County",122955,"23011"
"1185","Maine","Knox County",39951,"23013"
"1186","Maine","Lincoln County",34775,"23015"
"1187","Maine","Oxford County",58132,"23017"
"1188","Maine","Penobscot County",151655,"23019"
"1189","Maine","Piscataquis County",16996,"23021"
"1190","Maine","Sagadahoc County",36044,"23023"
"1191","Maine","Somerset County",50635,"23025"
"1192","Maine","Waldo County",39923,"23027"
"1193","Maine","Washington County",31473,"23029"
"1194","Maine","York County",209066,"23031"
"1195","Maryland","Allegany County",70057,"24001"
"1196","Maryland","Anne Arundel County",582777,"24003"
"1197","Maryland","Baltimore County",826017,"24005"
"1198","Maryland","Calvert County",93072,"24009"
"1199","Maryland","Caroline County",33492,"24011"
"1200","Maryland","Carroll County",169092,"24013"
"1201","Maryland","Cecil County",103419,"24015"
"1202","Maryland","Charles County",164436,"24017"
"1203","Maryland","Dorchester County",31853,"24019"
"1204","Maryland","Frederick County",265161,"24021"
"1205","Maryland","Garrett County",28852,"24023"
"1206","Maryland","Harford County",256805,"24025"
"1207","Maryland","Howard County",328200,"24027"
"1208","Maryland","Kent County",19192,"24029"
"1209","Maryland","Montgomery County",1051816,"24031"
"1210","Maryland","Prince George's County",909612,"24033"
"1211","Maryland","Queen Anne's County",51167,"24035"
"1212","Maryland","St. Mary's County",114687,"24037"
"1213","Maryland","Somerset County",25453,"24039"
"1214","Maryland","Talbot County",36972,"24041"
"1215","Maryland","Washington County",151146,"24043"
"1216","Maryland","Wicomico County",103990,"24045"
"1217","Maryland","Worcester County",52403,"24047"
"1218","Maryland","Baltimore city",586131,"24510"
"1219","Massachusetts","Barnstable County",213164,"25001"
"1220","Massachusetts","Berkshire County",124571,"25003"
"1221","Massachusetts","Bristol County",566765,"25005"
"1222","Massachusetts","Dukes County",17461,"25007"
"1223","Massachusetts","Essex County",791263,"25009"
"1224","Massachusetts","Franklin County",70267,"25011"
"1225","Massachusetts","Hampden County",463986,"25013"
"1226","Massachusetts","Hampshire County",161401,"25015"
"1227","Massachusetts","Middlesex County",1609379,"25017"
"1228","Massachusetts","Nantucket County",11376,"25019"
"1229","Massachusetts","Norfolk County",709409,"25021"
"1230","Massachusetts","Plymouth County",523738,"25023"
"1231","Massachusetts","Suffolk County",801582,"25025"
"1232","Massachusetts","Worcester County",829212,"25027"
"1233","Michigan","Alcona County",10505,"26001"
"1234","Michigan","Alger County",9015,"26003"
"1235","Michigan","Allegan County",118927,"26005"
"1236","Michigan","Alpena County",28238,"26007"
"1237","Michigan","Antrim County",23449,"26009"
"1238","Michigan","Arenac County",14953,"26011"
"1239","Michigan","Baraga County",8164,"26013"
